"origin","destination","start_time","end_time","distance_km","duration_mins","walk_time_mins","transit_time_mins","waiting_time_mins","transfers","journey_details"
"E00159760","E00159570","07:31:44","07:49:58",2,18.23,12.2,6,0.03,0,"[{""startTime"":""07:31:44"",""endTime"":""07:35:59"",""distance"":352.95,""name"":""Origin"",""from_lat"":52.284,""from_lon"":-1.528,""to_lat"":52.284,""to_lon"":-1.533,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":4.25,""_row"":""Origin""},{""startTime"":""07:36:00"",""endTime"":""07:42:00"",""distance"":981.62,""name"":""Crown_Hotel..Adj...High.Street..Leamington.Spa"",""from_lat"":52.284,""from_lon"":-1.533,""to_lat"":52.2925,""to_lon"":-1.5361,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""1"",""duration"":6,""_row"":""Crown_Hotel..Adj...High.Street..Leamington.Spa""},{""startTime"":""07:42:01"",""endTime"":""07:49:58"",""distance"":664.29,""name"":""Upper_Parade..Stand.E...Parade..Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5361,""to_lat"":52.293,""to_lon"":-1.543,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":7.95,""_row"":""Upper_Parade..Stand.E...Parade..Leamington.Spa""}]"
"E00159061","E00172279",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159139","E00172279",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159264","E00172279",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159423","E00172279",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159760","E00172279",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159247","E00159061",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159247","E00159139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159247","E00159264",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159247","E00159423",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159247","E00159760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159354","E00159061",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159354","E00159139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159354","E00159264",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159354","E00159423",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159354","E00159760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159543","E00159061","07:33:02","09:42:44",10.77,129.7,12.58,26,91.12,2,"[{""startTime"":""07:33:02"",""endTime"":""07:35:59"",""distance"":251.64,""name"":""Origin"",""from_lat"":52.302,""from_lon"":-1.538,""to_lat"":52.3004,""to_lon"":-1.5362,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":2.95,""_row"":""Origin""},{""startTime"":""07:36:00"",""endTime"":""07:44:00"",""distance"":1641.67,""name"":""Woodcote_Road..Opp...Leamington.Spa"",""from_lat"":52.3004,""from_lon"":-1.5362,""to_lat"":52.286,""to_lon"":-1.533,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":8,""_row"":""Woodcote_Road..Opp...Leamington.Spa""},{""startTime"":""08:54:00"",""endTime"":""09:02:00"",""distance"":2990.53,""name"":""Parish_Church..Adj...Victoria.Terrace..Leamington.Spa"",""from_lat"":52.286,""from_lon"":-1.533,""to_lat"":52.277,""to_lon"":-1.4941,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""63"",""duration"":8,""_row"":""Parish_Church..Adj...Victoria.Terrace..Leamington.Spa""},{""startTime"":""09:02:00"",""endTime"":""09:03:55"",""distance"":169.4,""name"":""Lewis_Road..Opp...Radford.Semele"",""from_lat"":52.277,""from_lon"":-1.4941,""to_lat"":52.2757,""to_lon"":-1.4947,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.92,""_row"":""Lewis_Road..Opp...Radford.Semele""},{""startTime"":""09:25:00"",""endTime"":""09:35:00"",""distance"":5060.9,""name"":""Hatherell_Road..Opp...Radford.Semele"",""from_lat"":52.2757,""from_lon"":-1.4947,""to_lat"":52.2366,""to_lon"":-1.4566,""mode"":""BUS"",""agencyName"":""A & M Group"",""routeShortName"":""498|Flexibus"",""duration"":10,""_row"":""Hatherell_Road..Opp...Radford.Semele""},{""startTime"":""09:35:01"",""endTime"":""09:42:44"",""distance"":657.92,""name"":""Harbury_Supermarket..Adj...Mill.Street..Harbury"",""from_lat"":52.2366,""from_lon"":-1.4566,""to_lat"":52.234,""to_lon"":-1.449,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":7.72,""_row"":""Harbury_Supermarket..Adj...Mill.Street..Harbury""}]"
"E00159543","E00159139","07:38:02","18:59:51",48.91,681.82,7.78,85,589.03,1,"[{""startTime"":""07:38:02"",""endTime"":""07:40:59"",""distance"":251.64,""name"":""Origin"",""from_lat"":52.302,""from_lon"":-1.538,""to_lat"":52.3004,""to_lon"":-1.5362,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":2.95,""_row"":""Origin""},{""startTime"":""07:41:00"",""endTime"":""08:26:00"",""distance"":19001.59,""name"":""Woodcote_Road..Opp...Leamington.Spa"",""from_lat"":52.3004,""from_lon"":-1.5362,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":45,""_row"":""Woodcote_Road..Opp...Leamington.Spa""},{""startTime"":""18:15:00"",""endTime"":""18:55:00"",""distance"":29250.1,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.0639,""to_lon"":-1.629,""mode"":""BUS"",""agencyName"":""Diamond Bus"",""routeShortName"":""27"",""duration"":40,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""18:55:01"",""endTime"":""18:59:51"",""distance"":408.38,""name"":""Glen_Close..Opp...Darlingscote.Road..Shipston.on.Stour"",""from_lat"":52.0639,""from_lon"":-1.629,""to_lat"":52.061,""to_lon"":-1.63,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":4.83,""_row"":""Glen_Close..Opp...Darlingscote.Road..Shipston.on.Stour""}]"
"E00159543","E00159264","07:33:02","09:00:37",22.52,87.58,13.55,57,17.03,1,"[{""startTime"":""07:33:02"",""endTime"":""07:35:59"",""distance"":251.64,""name"":""Origin"",""from_lat"":52.302,""from_lon"":-1.538,""to_lat"":52.3004,""to_lon"":-1.5362,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":2.95,""_row"":""Origin""},{""startTime"":""07:36:00"",""endTime"":""08:28:00"",""distance"":19759,""name"":""Woodcote_Road..Opp...Leamington.Spa"",""from_lat"":52.3004,""from_lon"":-1.5362,""to_lat"":52.1934,""to_lon"":-1.7152,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":52,""_row"":""Woodcote_Road..Opp...Leamington.Spa""},{""startTime"":""08:45:00"",""endTime"":""08:50:00"",""distance"":1588.52,""name"":""Railway_Station..Opp...Alcester.Road..Stratford.upon.Avon"",""from_lat"":52.1934,""from_lon"":-1.7152,""to_lat"":52.2044,""to_lon"":-1.729,""mode"":""BUS"",""agencyName"":""Johnson's Excelbus"",""routeShortName"":""P&R"",""duration"":5,""_row"":""Railway_Station..Opp...Alcester.Road..Stratford.upon.Avon""},{""startTime"":""08:50:01"",""endTime"":""09:00:37"",""distance"":919.02,""name"":""Shottery_Brook..Adj...Timothys.Bridge.Road..Stratford.upon.Avon"",""from_lat"":52.2044,""from_lon"":-1.729,""to_lat"":52.2,""to_lon"":-1.737,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.6,""_row"":""Shottery_Brook..Adj...Timothys.Bridge.Road..Stratford.upon.Avon""}]"
"E00159543","E00159423","07:38:02","09:31:15",39.07,113.22,13.63,77,22.58,1,"[{""startTime"":""07:38:02"",""endTime"":""07:40:59"",""distance"":251.64,""name"":""Origin"",""from_lat"":52.302,""from_lon"":-1.538,""to_lat"":52.3004,""to_lon"":-1.5362,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":2.95,""_row"":""Origin""},{""startTime"":""07:41:00"",""endTime"":""08:26:00"",""distance"":19001.59,""name"":""Woodcote_Road..Opp...Leamington.Spa"",""from_lat"":52.3004,""from_lon"":-1.5362,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":45,""_row"":""Woodcote_Road..Opp...Leamington.Spa""},{""startTime"":""08:26:00"",""endTime"":""08:26:27"",""distance"":37.07,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.1928,""to_lon"":-1.7041,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":0.45,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""08:49:00"",""endTime"":""09:21:00"",""distance"":18886.09,""name"":""British_Home.Stores..Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1928,""from_lon"":-1.7041,""to_lat"":52.2448,""to_lon"":-1.608,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""15"",""duration"":32,""_row"":""British_Home.Stores..Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""09:21:01"",""endTime"":""09:31:15"",""distance"":896.39,""name"":""Joseph_Arch..Adj...Bridge.Street..Barford"",""from_lat"":52.2448,""from_lon"":-1.608,""to_lat"":52.246,""to_lon"":-1.596,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.23,""_row"":""Joseph_Arch..Adj...Bridge.Street..Barford""}]"
"E00159543","E00159760","07:33:02","07:49:16",2.47,16.23,7.2,9,0.03,0,"[{""startTime"":""07:33:02"",""endTime"":""07:35:59"",""distance"":251.64,""name"":""Origin"",""from_lat"":52.302,""from_lon"":-1.538,""to_lat"":52.3004,""to_lon"":-1.5362,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":2.95,""_row"":""Origin""},{""startTime"":""07:36:00"",""endTime"":""07:45:00"",""distance"":1863.64,""name"":""Woodcote_Road..Opp...Leamington.Spa"",""from_lat"":52.3004,""from_lon"":-1.5362,""to_lat"":52.284,""to_lon"":-1.533,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":9,""_row"":""Woodcote_Road..Opp...Leamington.Spa""},{""startTime"":""07:45:01"",""endTime"":""07:49:16"",""distance"":352.95,""name"":""Crown_Hotel..Adj...High.Street..Leamington.Spa"",""from_lat"":52.284,""from_lon"":-1.533,""to_lat"":52.284,""to_lon"":-1.528,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":4.25,""_row"":""Crown_Hotel..Adj...High.Street..Leamington.Spa""}]"
"E00159570","E00159061",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00159570","E00159139","07:41:56","18:59:51",48.45,677.92,12.88,76,589.03,1,"[{""startTime"":""07:41:56"",""endTime"":""07:49:59"",""distance"":671.41,""name"":""Origin"",""from_lat"":52.293,""from_lon"":-1.543,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":8.05,""_row"":""Origin""},{""startTime"":""07:50:00"",""endTime"":""08:26:00"",""distance"":18118.47,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":36,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""18:15:00"",""endTime"":""18:55:00"",""distance"":29250.1,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.0639,""to_lon"":-1.629,""mode"":""BUS"",""agencyName"":""Diamond Bus"",""routeShortName"":""27"",""duration"":40,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""18:55:01"",""endTime"":""18:59:51"",""distance"":408.38,""name"":""Glen_Close..Opp...Darlingscote.Road..Shipston.on.Stour"",""from_lat"":52.0639,""from_lon"":-1.629,""to_lat"":52.061,""to_lon"":-1.63,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":4.83,""_row"":""Glen_Close..Opp...Darlingscote.Road..Shipston.on.Stour""}]"
"E00159570","E00159264","07:31:56","09:00:37",22.05,88.68,18.65,53,17.03,1,"[{""startTime"":""07:31:56"",""endTime"":""07:39:59"",""distance"":671.41,""name"":""Origin"",""from_lat"":52.293,""from_lon"":-1.543,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":8.05,""_row"":""Origin""},{""startTime"":""07:40:00"",""endTime"":""08:28:00"",""distance"":18875.88,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.1934,""to_lon"":-1.7152,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":48,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""08:45:00"",""endTime"":""08:50:00"",""distance"":1588.52,""name"":""Railway_Station..Opp...Alcester.Road..Stratford.upon.Avon"",""from_lat"":52.1934,""from_lon"":-1.7152,""to_lat"":52.2044,""to_lon"":-1.729,""mode"":""BUS"",""agencyName"":""Johnson's Excelbus"",""routeShortName"":""P&R"",""duration"":5,""_row"":""Railway_Station..Opp...Alcester.Road..Stratford.upon.Avon""},{""startTime"":""08:50:01"",""endTime"":""09:00:37"",""distance"":919.02,""name"":""Shottery_Brook..Adj...Timothys.Bridge.Road..Stratford.upon.Avon"",""from_lat"":52.2044,""from_lon"":-1.729,""to_lat"":52.2,""to_lon"":-1.737,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.6,""_row"":""Shottery_Brook..Adj...Timothys.Bridge.Road..Stratford.upon.Avon""}]"
"E00159570","E00159423","07:41:56","09:31:15",38.61,109.32,18.73,68,22.58,1,"[{""startTime"":""07:41:56"",""endTime"":""07:49:59"",""distance"":671.41,""name"":""Origin"",""from_lat"":52.293,""from_lon"":-1.543,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":8.05,""_row"":""Origin""},{""startTime"":""07:50:00"",""endTime"":""08:26:00"",""distance"":18118.47,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":36,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""08:26:00"",""endTime"":""08:26:27"",""distance"":37.07,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.1928,""to_lon"":-1.7041,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":0.45,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""08:49:00"",""endTime"":""09:21:00"",""distance"":18886.09,""name"":""British_Home.Stores..Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1928,""from_lon"":-1.7041,""to_lat"":52.2448,""to_lon"":-1.608,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""15"",""duration"":32,""_row"":""British_Home.Stores..Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""09:21:01"",""endTime"":""09:31:15"",""distance"":896.39,""name"":""Joseph_Arch..Adj...Bridge.Street..Barford"",""from_lat"":52.2448,""from_lon"":-1.608,""to_lat"":52.246,""to_lon"":-1.596,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.23,""_row"":""Joseph_Arch..Adj...Bridge.Street..Barford""}]"
"E00159570","E00159760","07:31:56","07:49:16",2,17.33,12.3,5,0.03,0,"[{""startTime"":""07:31:56"",""endTime"":""07:39:59"",""distance"":671.41,""name"":""Origin"",""from_lat"":52.293,""from_lon"":-1.543,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":8.05,""_row"":""Origin""},{""startTime"":""07:40:00"",""endTime"":""07:45:00"",""distance"":980.52,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.284,""to_lon"":-1.533,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":5,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""07:45:01"",""endTime"":""07:49:16"",""distance"":352.95,""name"":""Crown_Hotel..Adj...High.Street..Leamington.Spa"",""from_lat"":52.284,""from_lon"":-1.533,""to_lat"":52.284,""to_lon"":-1.528,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":4.25,""_row"":""Crown_Hotel..Adj...High.Street..Leamington.Spa""}]"
"E00172279","E00159061",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00172279","E00159139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00172279","E00159264",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00172279","E00159423",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00172279","E00159760",NA,NA,NA,NA,NA,NA,NA,NA,NA
